org_type,district_id,name,address,city,state_abbr,zip,phone,grade_low,grade_high,lea_type_code,state_fips,website,school_count,total_enrollment,diocese_code,primary_state,states,dio_website
district,4814970,Connally Isd,200 Cadet Way,Waco,TX,76705,(254)296-6460,PK,12,1,48,http://www.connally.org,6,0,,,,
district,4815000,Conroe Isd,3205 W Davis,Conroe,TX,77304,(936)709-9719,PK,12,1,48,http://www.conroeisd.net,74,0,,,,
district,4815120,Coolidge Isd,1002 Kirven St,Coolidge,TX,76635,(254)786-2206,PK,12,1,48,http://www.coolidgeisd.org,2,0,,,,
district,4815150,Cooper Isd,759 Fm 1528,Cooper,TX,75432,(903)395-2111,PK,12,1,48,http://www.cooperisd.net,3,0,,,,
district,4815180,Lubbock-cooper Isd,13807 Indiana Ave,Lubbock,TX,79423,(806)993-2300,PK,12,1,48,http://www.lcisd.net,11,0,,,,
district,4815210,Coppell Isd,200 S Denton Tap Rd,Coppell,TX,75019,(214)496-6000,PK,12,1,48,http://www.coppellisd.com,18,0,,,,
district,4815240,Copperas Cove Isd,408 S Main St,Copperas Cove,TX,76522,(254)547-1227,PK,12,1,48,http://www.ccisd.com,11,0,,,,
district,4815270,Corpus Christi Isd,801 Leopard St,Corpus Christi,TX,78401,(361)695-7405,PK,12,1,48,http://www.ccisd.us,55,0,,,,
district,4815300,Corrigan-camden Isd,504 S Home St,Corrigan,TX,75939,(936)398-4040,PK,12,1,48,http://www.ccisdtx.com,3,0,,,,
district,4815330,Corsicana Isd,2200 W 4th Ave,Corsicana,TX,75110,(903)602-8100,PK,12,1,48,http://www.cisd.org,8,0,,,,
district,4815360,Cotton Center Isd,2345 Fm 179,Cotton Center,TX,79021,(806)879-2160,PK,12,1,48,http://www.ccelks.org,1,0,,,,
district,4815400,Cotulla Isd,310 N Main St,Cotulla,TX,78014,(830)879-3073,PK,12,1,48,http://www.cotullaisd.org,4,0,,,,
district,4815420,Coupland Isd,620 S Commerce,Coupland,TX,78615,(512)856-2422,PK,08,1,48,http://www.couplandisd.org,1,0,,,,
district,4815480,Covington Isd,501 N Main St,Covington,TX,76636,(254)854-2215,PK,12,1,48,http://www.covingtonisd.org,2,0,,,,
district,4815510,Crandall Isd,400 W Lewis St,Crandall,TX,75114,(972)427-6000,PK,12,1,48,http://www.crandall-isd.net,9,0,,,,
district,4815540,Crane Isd,511 W 8th St,Crane,TX,79731,(432)558-1300,PK,12,1,48,http://www.craneisd.com,3,0,,,,
district,4815570,Cranfills Gap Isd,505 S 2nd St,Cranfills Gap,TX,76637,(254)263-3388,PK,12,1,48,http://cranfillsgapisd.net,1,0,,,,
district,4815600,Crawford Isd,200 Pirate Dr,Crawford,TX,76638,(254)486-2381,KG,12,1,48,http://www.crawford-isd.net,3,0,,,,
district,4815690,Crockett County Consolidated Csd,611 Ave D,Ozona,TX,76943,(325)392-5501,PK,12,1,48,http://www.ozonaschools.net,3,0,,,,
district,4815720,Crockett Isd,1400 W Austin St,Crockett,TX,75835,(936)544-2125,PK,12,1,48,http://www.crockettisd.net/,4,0,,,,
district,4815750,Crosby Isd,14670 Fm 2100,Crosby,TX,77532,(281)328-9200,PK,12,1,48,http://www.crosbyisd.org,10,0,,,,
district,4815810,Cross Plains Isd,700 N Main,Cross Plains,TX,76443,(254)725-6121,PK,12,1,48,http://www.crossplainsisd.net,2,0,,,,
district,4815840,Cross Roads Isd,14434 Fm 59,Malakoff,TX,75148,(903)489-2001,PK,12,1,48,http://www.crossroadsisd.org,3,0,,,,
district,4815870,Crowell Isd,400 E Logan,Crowell,TX,79227,(940)684-1403,PK,12,1,48,http://www.crowellisd.net,1,0,,,,
district,4815910,Crowley Isd,1900 Crowley Pride Dr,Fort Worth,TX,76036,(817)297-5800,PK,12,1,48,http://www.crowleyisdtx.org,26,0,,,,
district,4815930,Crystal City Isd,613 W Zavala St,Crystal City,TX,78839,(830)374-0075,PK,12,1,48,http://www.crystalcityisd.org,5,0,,,,
district,4815960,Cuero Isd,960 E Broadway,Cuero,TX,77954,(361)275-1914,PK,12,1,48,http://www.cueroisd.org/,4,0,,,,
district,4815990,Culberson County-allamoore Isd,200 W 7th St,Van Horn,TX,79855,(432)283-2245,PK,12,1,48,http://www.ccaisd.net,1,0,,,,
district,4816020,Cumby Collegiate Isd,301 Donelton Rd,Cumby,TX,75433,(903)994-4800,PK,12,1,48,http://www.cumbyisd.net,3,0,,,,
district,4816080,Cushing Isd,1088 W Bearkat Dr,Cushing,TX,75760,(936)326-4890,PK,12,1,48,http://www.cushingisd.org,2,0,,,,
district,4816110,Cypress-fairbanks Isd,11440 Matzke Rd,Cypress,TX,77429,(281)897-4000,PK,12,1,48,http://www.cfisd.net,94,0,,,,
district,4816140,D'hanis Isd,6751 Cr 5216,D'hanis,TX,78850,(830)364-4020,PK,12,1,48,http://www.dhanisisd.net/,1,0,,,,
district,4816180,Daingerfield-lone Star Isd,200 Tiger Dr,Daingerfield,TX,75638,(903)645-2239,PK,12,1,48,http://dlsisd.org,4,0,,,,
district,4816200,Dalhart Isd,701 E 10th,Dalhart,TX,79022,(806)244-7810,PK,12,1,48,http://www.dalhartisd.org,4,0,,,,
district,4816230,Dallas Isd,9400 N Central Expy,Dallas,TX,75231,(972)925-3700,PK,12,1,48,http://www.dallasisd.org,249,0,,,,
district,4816260,Damon Isd,1211 Mulcahy St Cr 264,Damon,TX,77430,(979)742-3457,PK,08,1,48,http://www.damonisd.net,2,0,,,,
district,4816290,Danbury Isd,5611 Panther Dr,Danbury,TX,77534,(979)922-1218,PK,12,1,48,http://www.danburyisd.org,4,0,,,,
district,4816320,Darrouzett Isd,102 W Kansas Ave,Darrouzett,TX,79024,(806)624-2221,PK,12,1,48,http://www.darrouzettisd.gov,1,0,,,,
district,4816350,Dawson Isd,600 Brownfield Hwy,Welch,TX,79377,(806)489-7568,PK,12,1,48,http://www.dawson.esc17.net/,1,0,,,,
district,4816380,Dawson Isd,199 N School Ave,Dawson,TX,76639,(254)578-1031,PK,12,1,48,http://www.dawsonisd.net,2,0,,,,
district,4816410,Dayton Isd,100 Cherry Creek Rd,Dayton,TX,77535,(936)258-2667,PK,12,1,48,http://www.daytonisd.net/,7,0,,,,
district,4816440,De Leon Isd,425 S Texas St,De Leon,TX,76444,(254)893-8210,PK,12,1,48,http://www.deleon.esc14.net,3,0,,,,
district,4816500,Decatur Isd,307 S Cates,Decatur,TX,76234,(940)393-7100,PK,12,1,48,http://www.decaturisd.us,6,0,,,,
district,4816530,Deer Park Isd,2800 Texas Ave,Deer Park,TX,77536,(832)668-7000,PK,12,1,48,http://www.dpisd.org,15,0,,,,
district,4816570,Dekalb Isd,101 W Maple St,Dekalb,TX,75559,(903)667-2566,PK,12,1,48,http://www.dekalbisd.net,3,0,,,,
district,4816620,Del Valle Isd,5301 Ross Rd,Del Valle,TX,78617,(512)386-3010,PK,12,1,48,http://www.dvisd.net,16,0,,,,
district,4816650,Dell City Isd,110 N Main St,Dell City,TX,79837,(915)964-2663,PK,12,1,48,http://www.dellcityisd.net,1,0,,,,
district,4816710,Denison Isd,1201 S Rusk Ave,Denison,TX,75020,(903)462-7000,PK,12,1,48,http://www.denisonisd.net/,10,0,,,,
district,4816740,Denton Isd,1307 N Locust St,Denton,TX,76201,(940)369-0000,PK,12,1,48,http://www.dentonisd.org,51,0,,,,
district,4816770,Denver City Isd,501 Mustang Ave,Denver City,TX,79323,(806)592-5902,PK,12,1,48,http://www.dcisd.org,4,0,,,,
district,4816860,Desoto Isd,200 E Belt Line Rd,Desoto,TX,75115,(972)223-6666,PK,12,1,48,http://www.desotoisd.org,12,0,,,,
district,4816890,Detroit Isd,110 E Garner Ave,Detroit,TX,75436,(903)674-6131,PK,12,1,48,http://detroiteagles.net,3,0,,,,
district,4816920,Devers Isd,201 S Chism St,Devers,TX,77538,(936)549-7135,PK,08,1,48,http://www.deversisd.net,3,0,,,,
district,4816950,Devine Isd,605 W Hondo,Devine,TX,78016,(830)851-0795,PK,12,1,48,http://www.devineisd.org,7,0,,,,
district,4816980,Dew Isd,606 Cr 481,Teague,TX,75860,(903)389-2828,PK,08,1,48,http://www.dewisd.org/,1,0,,,,
district,4817010,Deweyville Isd,43200 State Hwy 87 S,Orange,TX,77632,(409)746-2731,PK,12,1,48,http://www.deweyvilleisd.com,2,0,,,,
district,4817040,Diboll Isd,215 N Temple Blvd,Diboll,TX,75941,(936)829-4718,PK,12,1,48,http://www.dibollisd.com,5,0,,,,
district,4817070,Dickinson Isd,2218 E Fm 517,Dickinson,TX,77539,(281)229-6000,PK,12,1,48,http://www.dickinsonisd.org,19,0,,,,
district,4817100,Dilley Isd,245 W Fm 117,Dilley,TX,78017,(830)965-1912,PK,12,1,48,http://www.dilleyisd.net,3,0,,,,
district,4817130,Dime Box Isd,1079 Stephen F Austin Blvd,Dime Box,TX,77853,(979)884-3366,PK,12,1,48,http://dimeboxisd.net,1,0,,,,
district,4817160,Dimmitt Isd,608 W Halsell St,Dimmitt,TX,79027,(806)647-3101,PK,12,1,48,http://www.dimmittisd.net,3,0,,,,
district,4817190,Divide Isd,120 Divide School Rd,Mountain Home,TX,78058,(830)640-3322,PK,06,1,48,http://divideisd.net/,1,0,,,,
district,4817280,Dodd City Isd,602 N Main St,Dodd City,TX,75438,(903)583-7585,PK,12,1,48,http://www.doddcityisd.net,1,0,,,,
district,4817390,Donna Isd,116 N 10th St,Donna,TX,78537,(956)464-1600,PK,12,1,48,http://www.donnaisd.net,21,0,,,,
district,4817400,Doss Consolidated Csd,11431 Ranch Rd 648,Doss,TX,78618,(830)669-2411,KG,08,1,48,http://dossccsd.org,1,0,,,,
district,4817460,Douglass Isd,20712 S Fm 225,Douglass,TX,75943,(936)569-9804,PK,12,1,48,http://www.douglassisd.com,1,0,,,,
district,4817550,Driscoll Isd,425 W Dragon St,Driscoll,TX,78351,(361)387-7349,PK,08,1,48,http://www.driscollisd.us,12,0,,,,
district,4817580,Dublin Isd,420 N Post Oak,Dublin,TX,76446,(254)445-3341,PK,12,1,48,http://www.dublinisd.us,3,0,,,,
district,4817610,Dumas Isd,421 W 4th St,Dumas,TX,79029,(806)935-6461,PK,12,1,48,http://www.dumasisd.org,9,0,,,,
district,4817640,Duncanville Isd,710 S Cedar Ridge Dr,Duncanville,TX,75137,(972)708-2000,PK,12,1,48,http://www.duncanvilleisd.org,19,0,,,,
district,4817700,Eagle Mt-saginaw Isd,1600 Mustang Rock Rd,Fort Worth,TX,76179,(817)232-0880,PK,12,1,48,http://www.emsisd.com,32,0,,,,
district,4817730,Eagle Pass Isd,587 Madison St,Eagle Pass,TX,78852,(830)773-5181,PK,12,1,48,http://www.eaglepassisd.net,24,0,,,,
district,4817760,Eanes Isd,601 Camp Craft Rd,Austin,TX,78746,(512)732-9000,PK,12,1,48,http://www.eanesisd.net,12,0,,,,
district,4817790,Early Isd,101 Turtle Creek,Early,TX,76802,(325)646-7934,PK,12,1,48,http://www.earlyisd.net/,4,0,,,,
district,4817830,East Bernard Isd,723 College St,East Bernard,TX,77435,(979)335-7519,PK,12,1,48,http://www.ebisd.org,4,0,,,,
district,4817850,East Central Isd,6634 New Sulphur Springs Rd,San Antonio,TX,78263,(210)634-6100,PK,12,1,48,http://www.ecisd.net,19,0,,,,
district,4817880,East Chambers Isd,216 Champions Loop,Winnie,TX,77665,(409)296-6100,PK,12,1,48,http://www.eastchambers.net,4,0,,,,
district,4817960,Eastland Isd,209 Ste B Main St,Eastland,TX,76448,(254)631-5120,PK,12,1,48,http://www.eastlandisd.net/,4,0,,,,
district,4818000,Ector County Isd,802 N Sam Houston,Odessa,TX,79760,(432)456-9879,PK,12,1,48,http://www.ectorcountyisd.org,49,0,,,,
district,4818030,Ector Isd,301 S Main,Ector,TX,75439,(903)961-2355,PK,12,1,48,http://www.ectorisd.net,2,0,,,,
district,4818060,Edcouch-elsa Isd,920 W Santa Rosa Ave,Edcouch,TX,78538,(956)262-6000,PK,12,1,48,http://www.eeisd.org,10,0,,,,
district,4818070,Eden Cisd,420 Kelly St,Eden,TX,76837,(325)869-4121,PK,12,1,48,http://www.edencisd.net,4,0,,,,
district,4818120,Edgewood Isd,804 E Pine,Edgewood,TX,75117,(903)896-4332,PK,12,1,48,http://www.edgewood-isd.net,4,0,,,,
district,4818150,Edgewood Isd,5358 W Commerce St,San Antonio,TX,78237,(210)898-2000,PK,12,1,48,http://www.eisd.net,26,0,,,,
district,4818180,Edinburg Cisd,411 N 8th St,Edinburg,TX,78541,(956)289-2300,PK,12,1,48,http://www.ecisd.us,47,0,,,,
district,4818210,Edna Isd,601 N Wells,Edna,TX,77957,(361)782-3573,PK,12,1,48,http://www.ednaisd.org,6,0,,,,
district,4818280,El Campo Isd,700 W Norris St,El Campo,TX,77437,(979)543-6771,PK,12,1,48,http://www.ecisd.org,6,0,,,,
district,4818300,El Paso Isd,1014 N Stanton,El Paso,TX,79902,(915)230-2577,PK,12,1,48,http://www.episd.org,78,0,,,,
district,4818330,Electra Isd,400 E Roosevelt Ave,Electra,TX,76360,(940)432-3804,PK,12,1,48,http://www.electraisd.net/,2,0,,,,
district,4818360,Elgin Isd,1002 N Ave C,Elgin,TX,78621,(512)281-3434,PK,12,1,48,http://www.elginisd.net,10,0,,,,
district,4818390,Elkhart Isd,301 E Parker St,Elkhart,TX,75839,(903)764-2952,PK,12,1,48,http://www.elkhartisd.org,5,0,,,,
district,4818480,Elysian Fields Isd,2099 Fm 451,Waskom,TX,75692,(903)633-2420,PK,12,1,48,http://www.efisd.net,3,0,,,,
district,4818540,Ennis Isd,303 W Knox,Ennis,TX,75119,(972)872-7000,PK,12,1,48,http://www.ennis.k12.tx.us/,12,0,,,,
district,4818600,Era Isd,108 Hargrove St,Era,TX,76238,(940)665-5961,PK,12,1,48,http://www.eraisd.net,1,0,,,,
district,4818690,Eula Isd,6040 F M 603,Clyde,TX,79510,(325)225-0108,PK,12,1,48,http://www.eulaisd.us/,3,0,,,,
district,4818720,Eustace Isd,320 Fm 316 S,Eustace,TX,75124,(903)425-5151,PK,12,1,48,http://www.eustaceisd.net,4,0,,,,
district,4818750,Evadale Isd,908 Fm 105,Evadale,TX,77615,(409)276-1337,PK,12,1,48,http://www.evadalek12.net,4,0,,,,
district,4818780,Evant Isd,339 Memory Ln,Evant,TX,76525,(254)471-5536,PK,12,1,48,http://www.evantisd.org,2,0,,,,
district,4818810,Everman Isd,1520 E Everman Pkwy,Fort Worth,TX,76140,(817)568-3500,PK,12,1,48,http://www.eisd.org,11,0,,,,
district,4818840,Excelsior Isd,11270 State Hwy 7 W,Center,TX,75935,(936)598-5866,PK,08,1,48,http://www.excelsiorisd.com,2,0,,,,
district,4818890,Ezzell Isd,20500 Fm 531,Hallettsville,TX,77964,(361)798-4448,PK,12,1,48,http://www.ezzellisd.org,1,0,,,,
district,4818900,Fabens Isd,821 N E Ave G,Fabens,TX,79838,(915)765-2600,PK,12,1,48,http://www.fabensisd.net,5,0,,,,
district,4818940,Fairfield Isd,615 Post Oak Rd,Fairfield,TX,75840,(903)389-2532,PK,12,1,48,http://www.fairfieldisd.org,4,0,,,,
district,4819020,Falls City Isd,700 N Nelson St,Falls City,TX,78113,(830)254-3551,PK,12,1,48,http://www.fcisd.net/,3,0,,,,
district,4819050,Fannindel Isd,601 W Main St,Ladonia,TX,75449,(903)367-7251,PK,12,1,48,http://www.fannindel.net,2,0,,,,
district,4819080,Farmersville Isd,501-a Hwy 78 N,Farmersville,TX,75442,(972)782-6601,PK,12,1,48,http://www.farmersvilleisd.net,5,0,,,,
district,4819110,Farwell Isd,805 Ave G,Farwell,TX,79325,(806)481-3371,PK,12,1,48,http://www.farwellschools.org,3,0,,,,
district,4819140,Fayetteville Isd,618 Rusk St,Fayetteville,TX,78940,(979)378-4242,PK,12,1,48,http://www.fayettevilleisd.net,1,0,,,,
district,4819170,Ferris Isd,301 E 5th St,Ferris,TX,75125,(972)544-3858,PK,12,1,48,http://www.ferrisisd.org,6,0,,,,
district,4819280,Flatonia Isd,400 E 4th,Flatonia,TX,78941,(361)865-2941,PK,12,1,48,http://www.flatoniaisd.net,3,0,,,,
district,4819320,Florence Isd,306 College Ave,Florence,TX,76527,(254)793-2850,PK,12,1,48,http://florenceisd.net,7,0,,,,
district,4819350,Floresville Isd,1200 5th St,Floresville,TX,78114,(830)393-5300,PK,12,1,48,http://www.fisd.us,7,0,,,,
district,4819380,Flour Bluff Isd,2505 Waldron Rd,Corpus Christi,TX,78418,(361)694-9205,PK,12,1,48,http://www.flourbluffschools.net,7,0,,,,
district,4819440,Floydada Collegiate Isd,226 W California St,Floydada,TX,79235,(806)983-3498,PK,12,1,48,http://www.floydadaisd.esc17.net,5,0,,,,
district,4819500,Follett Isd,205 E Ivanhoe (highway15),Follett,TX,79034,(806)653-2301,PK,12,1,48,http://www.follettisd.net,1,0,,,,
district,4819530,Forestburg Isd,16346 Fm 455,Forestburg,TX,76239,(940)964-2323,PK,12,1,48,http://www.forestburgisd.net,1,0,,,,
district,4819560,Forney Isd,600 S Bois D'arc St,Forney,TX,75126,(469)762-4100,PK,12,1,48,http://www.forneyisd.net,24,0,,,,
district,4819620,Forsan Isd,411 W 6th,Forsan,TX,79733,(432)457-2223,PK,12,1,48,http://forsan.esc18.net/,2,0,,,,
district,4819650,Fort Bend Isd,16431 Lexington Blvd,Sugar Land,TX,77479,(281)634-1007,PK,12,1,48,http://www.fortbend.k12.tx.us/,87,0,,,,
district,4819700,Fort Worth Isd,7060 Camp Bowie Blvd,Fort Worth,TX,76116,(817)814-2000,PK,12,1,48,http://www.fwisd.org,142,0,,,,
district,4819740,Franklin Isd,1216 W Fm 1644,Franklin,TX,77856,(979)828-7000,PK,12,1,48,http://www.franklinisd.net,3,0,,,,
district,4819770,Frankston Isd,100 Perry St,Frankston,TX,75763,(903)876-2556,PK,12,1,48,http://www.frankstonisd.net,3,0,,,,
district,4819820,Freer Isd,905 S Norton,Freer,TX,78357,(361)394-6025,PK,12,1,48,http://www.freerisd.org,3,0,,,,
district,4819830,Frenship Isd,501 7th St,Wolfforth,TX,79382,(806)866-9541,PK,12,1,48,http://www.frenship.net,16,0,,,,
district,4819840,Fredericksburg Isd,234 Friendship Ln,Fredericksburg,TX,78624,(830)997-9551,PK,12,1,48,http://www.fisd.org/,6,0,,,,
district,4819950,Friendswood Isd,302 Laurel Dr,Friendswood,TX,77546,(281)482-1267,PK,12,1,48,http://www.myfisd.com,7,0,,,,
district,4819980,Friona Isd,909 E 11th St,Friona,TX,79035,(806)250-2747,PK,12,1,48,http://www.frionaisd.com/,4,0,,,,
district,4820010,Frisco Isd,5515 Ohio Dr,Frisco,TX,75035,(469)633-6000,PK,12,1,48,http://www.friscoisd.org,77,0,,,,
district,4820040,Frost Isd,208 N Wyrick,Frost,TX,76641,(903)998-7201,PK,12,1,48,http://www.frostisd.org,2,0,,,,
district,4820070,Fruitvale Isd,244 Vz County Rd 1910,Fruitvale,TX,75127,(903)896-1191,PK,12,1,48,http://www.fruitvaleisd.com,3,0,,,,
district,4820100,Ft Davis Isd,401 W Webster Ave,Ft Davis,TX,79734,(432)426-4440,PK,12,1,48,http://www.fdisd.com,1,0,,,,
district,4820130,Ft Hancock Isd,100 School Dr,Ft Hancock,TX,79839,(915)769-3811,PK,12,1,48,http://www.fhisd.net,2,0,,,,
district,4820160,Ft Sam Houston Isd,4005 Winans Rd,San Antonio,TX,78234,(210)368-8701,PK,12,1,48,http://www.fshisd.net,2,0,,,,
district,4820190,Fort Stockton Isd,101 W Division St,Fort Stockton,TX,79735,(432)336-4000,PK,12,1,48,http://www.fsisd.net,8,0,,,,
district,4820220,Gainesville Isd,800 S Morris St,Gainesville,TX,76240,(940)665-4362,PK,12,1,48,http://www.gainesvilleisd.org,5,0,,,,
district,4820250,Galena Park Isd,14705 Woodforest Blvd,Houston,TX,77015,(832)386-1000,PK,12,1,48,http://www.galenaparkisd.com,26,0,,,,
district,4820280,Galveston Isd,3904 Ave T,Galveston,TX,77550,(409)766-5100,PK,12,1,48,http://www.gisd.org,14,0,,,,
district,4820310,Ganado Isd,210 S Sixth St,Ganado,TX,77962,(361)771-4200,PK,12,1,48,http://www.ganadoisd.org,3,0,,,,
district,4820340,Garland Isd,501 S Jupiter,Garland,TX,75042,(972)494-8201,PK,12,1,48,http://www.garlandisd.net,80,0,,,,
district,4820370,Garner Isd,2222 Garner School Rd,Weatherford,TX,76088,(940)682-4251,PK,12,1,48,http://www.garnerisd.net,1,0,,,,
district,4820400,Garrison Isd,459 N Us Hwy 59,Garrison,TX,75946,(936)347-7000,PK,12,1,48,http://www.garrisonisd.com,4,0,,,,
district,4820460,Gary Isd,132 Bobcat Trail,Gary,TX,75643,(903)685-2291,PK,12,1,48,http://www.garyisd.org,1,0,,,,
district,4820500,Gatesville Isd,311 S Lovers Ln,Gatesville,TX,76528,(254)865-7251,PK,12,1,48,http://www.gatesvilleisd.org,5,0,,,,
district,4820520,Gause Isd,400 College,Gause,TX,77857,(979)279-5891,PK,08,1,48,http://www.gauseisd.net,1,0,,,,
district,4820550,George West Isd,913 Houston St,George West,TX,78022,(361)449-1914,PK,12,1,48,http://www.gwisd.us,5,0,,,,
district,4820600,Georgetown Isd,507 E University Ave,Georgetown,TX,78626,(512)943-5000,PK,12,1,48,http://www.georgetownisd.org,24,0,,,,
district,4820610,Gholson Isd,137 Hamilton Dr,Waco,TX,76705,(254)829-1528,PK,12,1,48,http://www.gholsonisd.org,2,0,,,,
district,4820640,Giddings Isd,2333 N Main,Giddings,TX,78942,(979)542-2854,PK,12,1,48,http://www.giddings.txed.net,4,0,,,,
district,4820700,Gilmer Isd,245 N Bradford St,Gilmer,TX,75644,(903)841-7400,PK,12,1,48,http://www.gilmerisd.org/,5,0,,,,
district,4820760,Gladewater Isd,200 E Broadway,Gladewater,TX,75647,(903)845-6991,PK,12,1,48,http://www.gladewaterisd.com,4,0,,,,
district,4820790,Glasscock County Isd,308 W Chambers,Garden City,TX,79739,(432)242-1022,PK,12,1,48,http://www.gckats.net,2,0,,,,
district,4820850,Glen Rose Isd,1102 Stadium Dr,Glen Rose,TX,76043,(254)898-3900,PK,12,1,48,http://www.grisd.net/,4,0,,,,
district,4820960,Godley Isd,313 N Pearson,Godley,TX,76044,(817)592-4300,PK,12,1,48,http://www.godleyisd.net,8,0,,,,
district,4820970,Gold Burg Isd,468 Prater Rd,Bowie,TX,76230,(940)872-3562,PK,12,1,48,http://www.goldburgisd.net,1,0,,,,
district,4821000,Goldthwaite Isd,1509 Hannah Valley Rd,Goldthwaite,TX,76844,(325)648-3531,PK,12,1,48,http://www.goldisd.net,3,0,,,,
district,4821030,Goliad Isd,161 N Welch,Goliad,TX,77963,(361)645-3259,PK,12,1,48,http://www.goliadisd.org/,3,0,,,,
district,4821060,Gonzales Isd,1615 St Louis St,Gonzales,TX,78629,(830)672-9551,PK,12,1,48,http://www.gonzalesisd.net,5,0,,,,
district,4821090,Goodrich Isd,234 Katie Simpson,Goodrich,TX,77335,(936)365-1100,PK,12,1,48,http://www.goodrichisd.net,3,0,,,,
district,4821150,Goose Creek Cisd,4544 Interstate 10 E,Baytown,TX,77521,(281)420-4800,PK,12,1,48,http://www.gccisd.net,34,0,,,,
district,4821180,Gordon Isd,305 N Main St,Gordon,TX,76453,(254)693-5582,PK,12,1,48,http://www.gordonisd.net,1,0,,,,
district,4821270,Gorman Isd,114 W Lexington,Gorman,TX,76454,(254)734-3171,PK,12,1,48,http://www.gormanisd.net,3,0,,,,
district,4821300,Grady Isd,3011 State Hwy 176,Lenorah,TX,79749,(432)459-2444,PK,12,1,48,http://gradyisd.org,1,0,,,,
district,4821330,Graford Isd,400 W Division,Graford,TX,76449,(940)664-3101,PK,12,1,48,http://www.grafordisd.net,1,0,,,,
district,4821360,Graham Isd,400 3rd St,Graham,TX,76450,(940)549-0595,PK,12,1,48,http://www.grahamisd.com,4,0,,,,
district,4821390,Granbury Isd,217 N Jones,Granbury,TX,76048,(817)408-4000,PK,12,1,48,http://www.granburyisd.org,10,0,,,,
district,4821420,Grand Prairie Isd,2602 S Belt Line Rd,Grand Prairie,TX,75052,(972)237-5300,PK,12,1,48,http://www.gpisd.org/,40,0,,,,
district,4821450,Grand Saline Isd,400 Stadium Dr,Grand Saline,TX,75140,(903)962-7546,PK,12,1,48,http://www.grandsalineisd.net,5,0,,,,
district,4821480,Grandfalls-royalty Isd,115 Ave C,Grandfalls,TX,79742,(432)547-2266,PK,12,1,48,http://www.grisd.com/,1,0,,,,
district,4821540,Grandview Isd,701 S Fifth St,Grandview,TX,76050,(817)866-4500,PK,12,1,48,http://www.gvisd.org,4,0,,,,
district,4821560,Grandview-hopkins Isd,11676 Fm 293,Groom,TX,79039,(806)669-3831,KG,06,1,48,http://gvhisd.net,1,0,,,,
district,4821590,Granger Isd,300 N Colorado St,Granger,TX,76530,(512)859-2173,PK,12,1,48,http://www.grangerisd.net/,3,0,,,,
district,4821600,Grape Creek Isd,8207 U S Hwy 87 N,San Angelo,TX,76901,(325)658-7823,PK,12,1,48,http://www.grapecreekisd.net,6,0,,,,
district,4821630,Grapeland Isd,116 W Myrtle,Grapeland,TX,75844,(936)687-4619,PK,12,1,48,http://www.grapelandisd.net,3,0,,,,
district,4821660,Grapevine-colleyville Isd,3051 Ira E Woods Ave,Grapevine,TX,76051,(817)251-5501,PK,12,1,48,http://www.gcisd.net,21,0,,,,
district,4821720,Greenville Isd,4004 Moulton,Greenville,TX,75401,(903)457-2500,PK,12,1,48,http://www.greenvilleisd.com,11,0,,,,
district,4821750,Greenwood Isd,2700 Fm 1379,Midland,TX,79706,(432)683-6461,PK,12,1,48,http://www.greenwood.esc18.net,4,0,,,,
district,4821780,Gregory-portland Isd,1200 Broadway Blvd,Portland,TX,78374,(361)777-1091,PK,12,1,48,http://www.g-pisd.org,7,0,,,,
district,4821810,Groesbeck Isd,1202 N Ellis,Groesbeck,TX,76642,(254)729-4100,PK,12,1,48,http://groesbeckisdtx.sites.thrillshare.com/,4,0,,,,
district,4821840,Groom Isd,304 W 3rd St,Groom,TX,79039,(806)248-7557,PK,12,1,48,http://www.groomisd.net,1,0,,,,
district,4821900,Groveton Isd,207 N Main St,Groveton,TX,75845,(936)642-1473,PK,12,1,48,http://www.grovetonisd.net,2,0,,,,
district,4821930,Gruver Isd,601 Garrett Ave,Gruver,TX,79040,(806)733-2001,PK,12,1,48,http://www.gruverisd.net,3,0,,,,
district,4821960,Gunter Isd,213 N 8th St,Gunter,TX,75058,(903)433-4750,PK,12,1,48,http://www.gunterisd.org,4,0,,,,
district,4821990,Gustine Isd,503 W Main St,Gustine,TX,76455,(325)667-7303,PK,12,1,48,http://www.gustine.esc14.net,1,0,,,,
district,4822020,Guthrie Csd,301 Jaguar Ln,Guthrie,TX,79236,(806)596-4466,PK,12,1,48,http://www.guthriejags.net,1,0,,,,
district,4822050,Hale Center Isd,103 W Cleveland,Hale Center,TX,79041,(806)839-2451,PK,12,1,48,http://www.hcisdowls.net/,4,0,,,,
district,4822120,Hallettsville Isd,302 N Ridge St #368,Hallettsville,TX,77964,(361)798-2242,PK,12,1,48,http://www.hisdbrahmas.org,4,0,,,,
district,4822140,Hallsburg Isd,2313 Hallsburg Rd,Waco,TX,76705,(254)875-2331,PK,06,1,48,http://www.hallsburgisd.com,2,0,,,,
district,4822170,Hallsville Isd,300 Willow St,Hallsville,TX,75650,(903)668-5990,PK,12,1,48,http://www.hisd.com,8,0,,,,
district,4822230,Hamilton Isd,400 S College,Hamilton,TX,76531,(254)386-3149,PK,12,1,48,http://www.hamiltonisd.org,3,0,,,,
district,4822260,Hamlin Collegiate Isd,250 Sw Ave F,Hamlin,TX,79520,(325)576-2722,PK,12,1,48,http://www.hamlincollegiate.com/,2,0,,,,
