website,site_title,fax_numbers,found_on,errors
http://www.auburn.wednet.edu/Domain/24,Home - Lake View Elementary School,(253) 931-4830; (253) 931-4832; (253) 931-4900; (253) 931-8006; 253-931-4712; (253) 453-5582; 253-931-4950; 425-276-1735; 253-887-3678; 425-272-5573,http://www.auburn.wednet.edu/Domain/24; https://www.auburn.wednet.edu/our-district/2025-26-school-bell-schedules; https://www.auburn.wednet.edu/district-departments/health-services; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/highly-capable-programs; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/interpreter-and-translation-services; http://www.auburn.wednet.edu/contact-us,Error fetching http://www.auburn.wednet.edu/our-school: HTTPError; Error fetching http://www.auburn.wednet.edu/for-families-students/pta/contact-pta: HTTPError; Error fetching http://www.auburn.wednet.edu/contact: HTTPError; Error fetching http://www.auburn.wednet.edu/contactus: HTTPError; Error fetching http://www.auburn.wednet.edu/directory: HTTPError
http://www.auburn.wednet.edu/rainier,Home - Rainier Middle School,(253) 931-4843; (253) 939-4318; (253) 931-4900; (253) 931-8006; 253-931-4712; (253) 453-5582; 253-931-4950; 425-276-1735; 253-887-3678; 425-272-5573,http://www.auburn.wednet.edu/rainier; https://www.auburn.wednet.edu/our-district/2025-26-school-bell-schedules; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/graduation-requirements; https://www.auburn.wednet.edu/district-departments/health-services; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/highly-capable-programs; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/interpreter-and-translation-services; http://www.auburn.wednet.edu/contact-us,Error fetching http://www.auburn.wednet.edu/our-school: HTTPError; Error fetching http://www.auburn.wednet.edu/contact: HTTPError; Error fetching http://www.auburn.wednet.edu/contactus: HTTPError; Error fetching http://www.auburn.wednet.edu/directory: HTTPError
http://www.auburn.wednet.edu/amhs,Home - Auburn Mountainview High School,(253) 804-4539; (253) 876-2507; (253) 931-4900; (253) 931-8006,http://www.auburn.wednet.edu/amhs; https://www.auburn.wednet.edu/our-district/2025-26-school-bell-schedules; http://www.auburn.wednet.edu/contact-us,Error fetching http://www.auburn.wednet.edu/our-school/amhs-staff-contacts: HTTPError; Error fetching http://www.auburn.wednet.edu/our-school/attendance-office: HTTPError; Error fetching http://www.auburn.wednet.edu/our-school/attendance-office/absences: HTTPError; Error fetching http://www.auburn.wednet.edu/our-school/attendance-office/absences/acceptable-reasons: HTTPError; Error fetching http://www.auburn.wednet.edu/our-school/attendance-office/absences/reporting-an-absence: HTTPError; Error fetching http://www.auburn.wednet.edu/contact: HTTPError; Error fetching http://www.auburn.wednet.edu/contactus: HTTPError; Error fetching http://www.auburn.wednet.edu/directory: HTTPError
http://columbia.bellinghamschools.org/,Home - Columbia Elementary School,360-676-6413; 360-647-6880; 844-310-9560; 360-647-6816; 360-676-6456; 360-676-6520; 360-209-1287; 360-961-9623; 360-676-6433; 360-676-6466,http://columbia.bellinghamschools.org/our-school/school-directory; http://columbia.bellinghamschools.org/directory,Error fetching http://columbia.bellinghamschools.org/contact: HTTPError; Error fetching http://columbia.bellinghamschools.org/contact-us: HTTPError; Error fetching http://columbia.bellinghamschools.org/contactus: HTTPError; Error fetching http://columbia.bellinghamschools.org/about: HTTPError
http://northernheights.bellinghamschools.org/,Home - Northern Heights Elementary School,360-647-6820; 360-647-6824; 844-310-9560; 360-647-6816; 360-676-6456; 360-676-6520; 360-676-6471,http://northernheights.bellinghamschools.org/our-school/school-directory; http://northernheights.bellinghamschools.org/directory,Error fetching http://northernheights.bellinghamschools.org/contact: HTTPError; Error fetching http://northernheights.bellinghamschools.org/contact-us: HTTPError; Error fetching http://northernheights.bellinghamschools.org/contactus: HTTPError
http://bjh.bethelsd.org,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='bjh.bethelsd.org', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002032CC65510>: Failed to resolve 'bjh.bethelsd.org' ([Errno 11001] getaddrinfo failed)""))"
http://cp.bethelsd.org,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='cp.bethelsd.org', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002032CC67250>: Failed to resolve 'cp.bethelsd.org' ([Errno 11001] getaddrinfo failed)""))"
http://ge.bethelsd.org,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='ge.bethelsd.org', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002032CC55450>: Failed to resolve 'ge.bethelsd.org' ([Errno 11001] getaddrinfo failed)""))"
http://cmjh.bethelsd.org,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='cmjh.bethelsd.org', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002032CC57490>: Failed to resolve 'cmjh.bethelsd.org' ([Errno 11001] getaddrinfo failed)""))"
http://www.cascadesd.org,Client Challenge,Not found,,
http://www.cashmere.wednet.edu/Domain/10,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.cashmere.wednet.edu/Domain/10
http://www.chehalisschools.org/wfw/home,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.chehalisschools.org/wfw/home
http://www.chehalisschools.org/cms,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.chehalisschools.org/cms
http://pi.ptserv.net/cgi-bin/index.pl,,Not found,,
http://www.davenport.wednet.edu,,Not found,,Homepage error: HTTPError: 409 Client Error: Conflict for url: http://www.davenport.wednet.edu/
http://www.dieringer.wednet.edu/Domain/8,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.dieringer.wednet.edu/Domain/8
http://ephrataschools.org,Ephrata School District 165,Not found,,Error fetching http://ephrataschools.org/contact: HTTPError; Error fetching http://ephrataschools.org/contact-us: HTTPError; Error fetching http://ephrataschools.org/contactus: HTTPError; Error fetching http://ephrataschools.org/directory: HTTPError
http://www.everettsd.org/emersones,Emerson Elementary School / Homepage,425-385-6200; 425-385-6202; 425-385-4000; 425-385-6229; 425-385-6207; 425-385-6280; 425-385-6217; 425-385-6273; 425-385-6218; 425-385-6291; 425-385-6279; 425-385-6266; 425-385-6271; 425-385-6267; 425-385-6264; 425-385-6212; 425-385-6255; 425-385-6221; 425-385-6210; 425-385-6235; 425-385-6208; 425-385-6257; 425-385-6238; 425-385-6286; 425-385-6231; 425-385-6220; 425-385-6209; 425-385-6248; 425-385-6206; 425-385-6232; 425-385-6256; 425-385-6239; 425-385-6285; 425-385-6284; 425-385-6260; 425-385-6250; 425-385-6233; 425-385-6252; 425-385-6201; 425-385-6275; 425-385-6268; 425-385-6261; 425-385-6270; 425-385-6263; 425-385-6294; 425-385-6254; 425-385-6290; 425-385-6277,http://www.everettsd.org/emersones; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/2927; http://www.everettsd.org/domain/1419; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=18&ChannelID=354&DirectoryType=6; http://www.everettsd.org/,Error fetching http://www.everettsd.org/domain/4634: HTTPError; Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://www.everettsd.org/hawthorne,Hawthorne Elementary School / Homepage,(425) 385-4600; (425) 385-4602; (425) 385-4605; 425-385-4000; 425-302-4600; 425-385-4690; 425-385-4607; 425-385-4691; 425-385-6900,http://www.everettsd.org/hawthorne; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/1413; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=21&ChannelID=342&DirectoryType=6; http://www.everettsd.org/; https://www.everettsd.org/site/Default.aspx?PageID=36&DomainID=21#calendar21/20260216/event/300159; https://www.everettsd.org/site/Default.aspx?PageID=36&DomainID=21#calendar21/20260217/event/300159,Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://www.everettsd.org/woodside,Woodside Elementary School / Homepage,425-385-7800; 425-385-7802; 425-385-4000; 425-385-7826; 425-385-7890; 425-385-7865; 425-385-7841; 425-385-7870; 425-385-7834; 425-385-7844; 425-385-7861; 425-385-7807; 425-385-7806; 425-385-7848; 425-385-7822; 485-385-7840; 425-385-7820; 425-385-7808; 425-385-7868; 425-385-7839; 425-385-7862; 425-385-7854; 425-385-7897; 425-385-7823; 425-385-7801; 425-385-7833; 425-385-7838; 425-385-7863; 425-385-7846,http://www.everettsd.org/woodside; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/2692; http://www.everettsd.org/domain/1383; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=33&ChannelID=267&DirectoryType=6; http://www.everettsd.org/; https://www.everettsd.org/site/Default.aspx?PageID=60&DomainID=33#calendar33/20260216/event/300159,Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://www.everettsd.org/specialservices,Special Services / Overview,425-385-5261; 425-385-5252; 425-385-4000; 425-971-4951; 425-385-4134; 425-385-5250; 425-385-5272; 425-385-5256; 1 425-385-5253; 425-385-5264; 425-385-5266; 425-385-5269; 1 425-385-5248; 425-385-5263; 1 425-385-5270; 425-385-5258; 425-385-5275; 425-385-5777; 425-385-4746; 425-385-5262; 425-385-5260; 425-385-5257; 425-385-5273; 425-626-0656; 425-385-6366; 425-385-6427; 425-385-4050; 425-385-4085,http://www.everettsd.org/specialservices; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/4327; http://www.everettsd.org/domain/2101; http://www.everettsd.org/domain/1446; http://www.everettsd.org/domain/1444; http://www.everettsd.org/Page/11297,Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://discovery.fifeschools.com,Home - Discovery Primary School,253-517-1200; 253-517-1205; 253-517-1060,http://discovery.fifeschools.com/about-discovery/contact-info,Error fetching http://discovery.fifeschools.com/contact: HTTPError; Error fetching http://discovery.fifeschools.com/contact-us: HTTPError; Error fetching http://discovery.fifeschools.com/contactus: HTTPError; Error fetching http://discovery.fifeschools.com/directory: HTTPError
http://slms.fifeschools.com,Home - Surprise Lake Middle School,Not found,,Error fetching http://slms.fifeschools.com/contact: HTTPError; Error fetching http://slms.fifeschools.com/contact-us: HTTPError; Error fetching http://slms.fifeschools.com/contactus: HTTPError; Error fetching http://slms.fifeschools.com/directory: HTTPError
http://www.greenmountainschool.us,Home - Green Mountain School District 103,360-225-7366; 360-225-2217; 253-215-8782,http://www.greenmountainschool.us; https://greenmountainschool.us/district/employment/; https://greenmountainschool.us/district/; https://greenmountainschool.us/district/annual-notifications/; https://greenmountainschool.us/district/campus/; https://greenmountainschool.us/district/budget/; https://greenmountainschool.us/district/staff/,Error fetching http://www.greenmountainschool.us/contact: HTTPError; Error fetching http://www.greenmountainschool.us/contact-us: HTTPError; Error fetching http://www.greenmountainschool.us/contactus: HTTPError; Error fetching http://www.greenmountainschool.us/directory: HTTPError
http://www.lkstevens.wednet.edu/sunnycrest/site/,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.lkstevens.wednet.edu/sunnycrest/site/
http://EHS.lwsd.org,Home - Eastlake High School,425-936-1500; 425-898-1359; 425-529-5763; 855-237-4828; 425-936-1333; 425-936-1289; 425-936-1407,http://EHS.lwsd.org/about-us/contact-us; http://EHS.lwsd.org/contact; http://EHS.lwsd.org/contact-us,Error fetching http://EHS.lwsd.org/contactus: HTTPError; Error fetching http://EHS.lwsd.org/directory: HTTPError
http://Wilder.lwsd.org,Home - Laura Ingalls Wilder Elementary,425-936-2740; 425-702-0114; 425-936-2741; 425-529-5763; 855-237-4828; 425-936-1333; 425-936-1289; 425-936-1407,http://Wilder.lwsd.org/about-us/contact-us; http://Wilder.lwsd.org/contact; http://Wilder.lwsd.org/contact-us,Error fetching http://Wilder.lwsd.org/contactus: HTTPError; Error fetching http://Wilder.lwsd.org/directory: HTTPError
http://McAuliffe.lwsd.org,Home - Christa McAuliffe Elementary,Not found,,Error fetching http://McAuliffe.lwsd.org/contactus: HTTPError; Error fetching http://McAuliffe.lwsd.org/directory: HTTPError
http://EAS.lwsd.org,Home - Environmental & Adventure School,Not found,,Error fetching http://EAS.lwsd.org/contactus: HTTPError; Error fetching http://EAS.lwsd.org/directory: HTTPError
http://www.lyleschools.org,Lyle School District,Not found,,
http://www.mansfield.wednet.edu,Home - Mansfield School District 207,(509) 683-1012; (509) 683-1281,http://www.mansfield.wednet.edu; http://www.mansfield.wednet.edu/about-us; http://www.mansfield.wednet.edu/about-us/about-us1; http://www.mansfield.wednet.edu/about-us/contact-us; http://www.mansfield.wednet.edu/about-us/administration; http://www.mansfield.wednet.edu/about-us/administration/superintendent; http://www.mansfield.wednet.edu/about-us/administration/principal,Error fetching http://www.mansfield.wednet.edu/contact: HTTPError; Error fetching http://www.mansfield.wednet.edu/contact-us: HTTPError; Error fetching http://www.mansfield.wednet.edu/contactus: HTTPError; Error fetching http://www.mansfield.wednet.edu/directory: HTTPError
http://www.monteschools.org,Montesano School District,(360) 249-3942; (360) 841-7198; (360) 249-4528; 1 (360) 841-7526; (360) 249-4331; 1 (360) 841-7528; (360) 249-4041; 1 (360) 841-7527; 1 (360) 841-7198,http://www.monteschools.org/district-update; http://www.monteschools.org/contactus; http://www.monteschools.org/district-office; http://www.monteschools.org/staff,Error fetching http://www.monteschools.org/contact: HTTPError; Error fetching http://www.monteschools.org/contact-us: HTTPError; Error fetching http://www.monteschools.org/directory: HTTPError
http://cbtech.k12.wa.us,,Not found,,"Homepage error: ConnectTimeout: HTTPConnectionPool(host='cbtech.k12.wa.us', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002032F4F1090>, 'Connection to cbtech.k12.wa.us timed out. (connect timeout=20)'))"
http://pms.nkschools.org/,Home - Poulsbo Middle School,(360) 396-3200; (360) 396-3904; (360) 396-3202; (360) 396-3125; (360) 396-3204; (360) 396-3213; (360) 396-3201; (360) 396-3230; 360-396-3018; 360-396-3042; 360-396-3039; 360-396-3020; (360) 396-3072; (360) 396-3205; (360) 396-3098; (360) 396-3937; (360) 396-3355; (360) 396-3700; (360) 396-3750; (360) 396-3400; (360) 396-3300; (360) 396-3100; (360) 396-3500; (360) 396-3800; (360) 396-3850; (360) 396-3600,http://pms.nkschools.org/district; http://pms.nkschools.org/district/attendance; http://pms.nkschools.org/district/attendance-boundaries,Error fetching http://pms.nkschools.org/contact: HTTPError; Error fetching http://pms.nkschools.org/contact-us: HTTPError; Error fetching http://pms.nkschools.org/contactus: HTTPError; Error fetching http://pms.nkschools.org/directory: HTTPError
http://www.nsd.org/cottagelake,Home - Cottage Lake Elementary,425-408-4210; 425-408-4202; 425-408-4206; 425-408-4200,http://www.nsd.org/cottagelake,Error fetching http://www.nsd.org/our-school/administration: HTTPError; Error fetching http://www.nsd.org/contact-us: HTTPError; Error fetching http://www.nsd.org/contactus: HTTPError
http://www.nsd.org/franklove,Home - Frank Love Elementary,425-408-4600; 425-408-4610; 425-408-4602; 425-408-4606,http://www.nsd.org/franklove,Error fetching http://www.nsd.org/our-school/administration: HTTPError; Error fetching http://www.nsd.org/our-school/school-directory: HTTPError; Error fetching http://www.nsd.org/contact-us: HTTPError; Error fetching http://www.nsd.org/contactus: HTTPError
http://www.nsd.org/eastridge,Home - East Ridge Elementary,425-408-4400; 425-408-4410; 425-408-4402; 425-408-4406,http://www.nsd.org/eastridge,Error fetching http://www.nsd.org/our-school-clone/administration-example-clone: HTTPError; Error fetching http://www.nsd.org/our-school-clone/school-directory-clone: HTTPError; Error fetching http://www.nsd.org/contact-us: HTTPError; Error fetching http://www.nsd.org/contactus: HTTPError
http://www.nsd.org/timbercrest,Home - Timbercrest Middle,425-408-6900; 425-408-6910; 425-408-6902; 425-408-6906,http://www.nsd.org/timbercrest,Error fetching http://www.nsd.org/our-school/administration: HTTPError; Error fetching http://www.nsd.org/our-school/school-directory: HTTPError; Error fetching http://www.nsd.org/contact-us: HTTPError; Error fetching http://www.nsd.org/contactus: HTTPError
http://hbh.psd401.net/,Henderson Bay High School - Home,253.530.1700; 253.530.1720; (253) 530-1705; 253-530-1724; (253) 530-1000; 360-575-7810; 360-575-7231; 206-381-1384; 206-762-9286; 425-890-3502; 425-267-5777; 253-391-3584; 206-762-8332; 253-833-9111; 509-319-4141; 425-456-4186; 206-244-2993; 410-564-5870; 206-331-4648; 425-625-6837; 509-354-7479; 509-496-7684; 509-534-4872; 253-312-0231; 509-453-0374; 509-453-0737; 509-895-5883; 253-800-4800; 206-934-5460; 206-934-4951; 509-327-5041; 360-965-0035; 509-532-4990; 509-533-4600; 425-348-2249; 425-460-2200; 360-716-4744; 360-716-4760; 509-222-7300; 206-768-8333; 206-310-7423; 509-789-3708; 253-573-6510; 360-902-5320,http://hbh.psd401.net/; http://hbh.psd401.net/22518_1; http://hbh.psd401.net/76221_2,Error fetching http://hbh.psd401.net/contact: HTTPError; Error fetching http://hbh.psd401.net/contact-us: HTTPError; Error fetching http://hbh.psd401.net/contactus: HTTPError; Error fetching http://hbh.psd401.net/directory: HTTPError; Error fetching http://hbh.psd401.net/staff: HTTPError; Error fetching http://hbh.psd401.net/about: HTTPError
http://www.prosserschools.org,Client Challenge,Not found,,
http://ses.pullmanschools.org,Sunnyside Elementary - Home,509-334-1800; 509-332-0329; (509) 332-3144; (509) 332-3584; (509) 332-3581; (509) 336-7202; (509) 334-5641; (509) 332-2617; (509) 336-7205; (509) 334-3411; (509) 332-1551,http://ses.pullmanschools.org; http://ses.pullmanschools.org/school-board; http://ses.pullmanschools.org/about-parentsquare; http://ses.pullmanschools.org/234755_2; http://ses.pullmanschools.org/staff-directory; http://ses.pullmanschools.org/index.php?pageID=smartSiteFeed&psqFeed=true&articleID=69268538; http://ses.pullmanschools.org/contact-us,Error fetching http://ses.pullmanschools.org/64327_1: HTTPError; Error fetching http://ses.pullmanschools.org/contact: HTTPError; Error fetching http://ses.pullmanschools.org/contactus: HTTPError; Error fetching http://ses.pullmanschools.org/directory: HTTPError
http://www.qsd48.org,Quilcene School District - Home,+1 360-765-3363; +1 360-765-3015; 360-765-2906; (360)765-2955; 360-765-2902,http://www.qsd48.org; http://www.qsd48.org/about; http://www.qsd48.org/administration-organization-chart; http://www.qsd48.org/district-application-packet-2; http://www.qsd48.org/for-staff; http://www.qsd48.org/school-board,Error fetching http://www.qsd48.org/contact: HTTPError; Error fetching http://www.qsd48.org/contact-us: HTTPError; Error fetching http://www.qsd48.org/contactus: HTTPError; Error fetching http://www.qsd48.org/directory: HTTPError
http://www.rentonschools.us/hazelwood,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.rentonschools.us/hazelwood
http://www.rentonschools.us/lakeridge,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.rentonschools.us/lakeridge
http://rhs.royalsd.org/,Royal High School - Home,+1 509-346-2256; +1 509-346-9739; 509-346-2256; 509-346-9739; +1 509-346-2222; +1 509-346-8746; 509-346-2436; (509) 346-2206; (509) 346-2226; (509) 346-2268; 509-346-2222,http://rhs.royalsd.org/; http://rhs.royalsd.org/contact-us; http://rhs.royalsd.org/contact-us-home; http://rhs.royalsd.org/261860_2,Error fetching http://rhs.royalsd.org/google.com: HTTPError; Error fetching http://rhs.royalsd.org/contact: HTTPError; Error fetching http://rhs.royalsd.org/contactus: HTTPError; Error fetching http://rhs.royalsd.org/directory: HTTPError; Error fetching http://rhs.royalsd.org/staff: HTTPError; Error fetching http://rhs.royalsd.org/about: HTTPError
http://www.sjisd.wednet.edu/fhms,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.sjisd.wednet.edu/fhms
http://es.tonasket.wednet.edu,Home - Tonasket Elementary School,509-486-4933; 509-486-2164; (509) 486-2162; (509) 486-2126; 509-486-1263; (509) 486-2161; (509) 486-4382; (509) 486-2147; (509) 486-1576; (509) 486-2665; (509) 486-1428; (509) 486-1691,http://es.tonasket.wednet.edu; http://es.tonasket.wednet.edu/district; http://es.tonasket.wednet.edu/for_staff; http://es.tonasket.wednet.edu/contact_us; http://es.tonasket.wednet.edu/contact_us/staff_directory; http://es.tonasket.wednet.edu/contact_us/office_phone_directory; http://es.tonasket.wednet.edu/contact_us/teacher_web_pages,Error fetching http://es.tonasket.wednet.edu/contact: HTTPError; Error fetching http://es.tonasket.wednet.edu/contact-us: HTTPError; Error fetching http://es.tonasket.wednet.edu/contactus: HTTPError; Error fetching http://es.tonasket.wednet.edu/directory: HTTPError
http://ms.tonasket.wednet.edu,Home - Tonasket Middle School,509-486-2147; 509-486-1576; (509) 486-2162; (509) 486-2126; 509-486-1263; (509) 486-4933; (509) 486-2164; (509) 486-2161; (509) 486-4382; (509) 486-2665; (509) 486-1428; (509) 486-1691,http://ms.tonasket.wednet.edu; http://ms.tonasket.wednet.edu/district; http://ms.tonasket.wednet.edu/for_staff; http://ms.tonasket.wednet.edu/contact_us; http://ms.tonasket.wednet.edu/contact_us/staff_directory; http://ms.tonasket.wednet.edu/contact_us/office_phone_directory; http://ms.tonasket.wednet.edu/contact_us/staff_directory/,Error fetching http://ms.tonasket.wednet.edu/contact: HTTPError; Error fetching http://ms.tonasket.wednet.edu/contact-us: HTTPError; Error fetching http://ms.tonasket.wednet.edu/contactus: HTTPError; Error fetching http://ms.tonasket.wednet.edu/directory: HTTPError
http://www.toppenish.wednet.edu/Domain/88,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.toppenish.wednet.edu/Domain/88
http://toutlesd.k12.wa.us,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='toutlesd.k12.wa.us', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002032F86CD50>: Failed to resolve 'toutlesd.k12.wa.us' ([Errno 11001] getaddrinfo failed)""))"
http://ep.upsd83.org,Evergreen Primary - Home,(253) 566-5680; (253) 566-5684; (253) 566-5600,http://ep.upsd83.org; https://ep.upsd83.org/8916; http://ep.upsd83.org/10153_2; http://ep.upsd83.org/3310_1; http://ep.upsd83.org/21175_2; http://ep.upsd83.org/8916_1,Error fetching http://ep.upsd83.org/contact: HTTPError; Error fetching http://ep.upsd83.org/contact-us: HTTPError; Error fetching http://ep.upsd83.org/contactus: HTTPError; Error fetching http://ep.upsd83.org/directory: HTTPError; Error fetching http://ep.upsd83.org/staff: HTTPError
http://upp.upsd83.org,University Place Primary - Home,(253) 566-5620; (253) 566-5704; (253) 566-5600,http://upp.upsd83.org; https://upp.upsd83.org/8918; http://upp.upsd83.org/10180_2; http://upp.upsd83.org/10182_2; http://upp.upsd83.org/3317_1; http://upp.upsd83.org/21177_2; http://upp.upsd83.org/8918_1,Error fetching http://upp.upsd83.org/contact: HTTPError; Error fetching http://upp.upsd83.org/contact-us: HTTPError; Error fetching http://upp.upsd83.org/contactus: HTTPError; Error fetching http://upp.upsd83.org/directory: HTTPError
http://roosevelt.vansd.org,Eleanor Roosevelt Elementary School – Home of the Ambassadors,Not found,,Error fetching http://roosevelt.vansd.org/contact: HTTPError; Error fetching http://roosevelt.vansd.org/contact-us: HTTPError; Error fetching http://roosevelt.vansd.org/contactus: HTTPError; Error fetching http://roosevelt.vansd.org/directory: HTTPError; Error fetching http://roosevelt.vansd.org/staff: HTTPError
http://felida.vansd.org,Felida Elementary School – Felida Elementary School: Home of the Falcons,360-313-1750; 360-313-1751; 360-313-5400,http://felida.vansd.org; http://felida.vansd.org,Error fetching http://felida.vansd.org/contact: HTTPError; Error fetching http://felida.vansd.org/contact-us: HTTPError; Error fetching http://felida.vansd.org/contactus: HTTPError; Error fetching http://felida.vansd.org/directory: HTTPError
http://hough.vansd.org,Hough Elementary School – Home of the Hawks,Not found,,Error fetching http://hough.vansd.org/contact: HTTPError; Error fetching http://hough.vansd.org/contact-us: HTTPError; Error fetching http://hough.vansd.org/contactus: HTTPError; Error fetching http://hough.vansd.org/directory: HTTPError
http://jlee.vansd.org/,Jason Lee Middle School – Home of the Panthers,360-313-3500; 360-313-3507; 360-313-1454; 360-313-3501; 360-313-3520,https://jlee.vansd.org/directory-and-staff/; http://jlee.vansd.org/directory-and-staff/; http://jlee.vansd.org/directory,Error fetching http://jlee.vansd.org/contact-us: HTTPError; Error fetching http://jlee.vansd.org/contactus: HTTPError
http://lincoln.vansd.org,Lincoln Elementary School – Home of the Loggers,Not found,,Error fetching http://lincoln.vansd.org/contact: HTTPError; Error fetching http://lincoln.vansd.org/contact-us: HTTPError; Error fetching http://lincoln.vansd.org/contactus: HTTPError; Error fetching http://lincoln.vansd.org/directory: HTTPError
http://minnehaha.vansd.org,Minnehaha Elementary School,Not found,,Error fetching http://minnehaha.vansd.org/contact-us: HTTPError; Error fetching http://minnehaha.vansd.org/contactus: HTTPError; Error fetching http://minnehaha.vansd.org/directory: HTTPError
http://ogden.vansd.org,Ogden Elementary School – Home of the Cougars,Not found,,Error fetching http://ogden.vansd.org/contact: HTTPError; Error fetching http://ogden.vansd.org/contact-us: HTTPError; Error fetching http://ogden.vansd.org/contactus: HTTPError; Error fetching http://ogden.vansd.org/directory: HTTPError; Error fetching http://ogden.vansd.org/staff: HTTPError
http://heightscampus.vansd.org/,"Heights Campus – Welcome to Heights Campus, home of the Ocelots",360-313-4990; 360-313-4992; 360-313-1401; 360-313-4987; 360-313-4882; 360-313-4887; 360-313-4984; 360-313-4879; 360-313-4851; 360-313-4866; 360-313-4997; 360-313-4888; 360-313-4883; 360-313-4981; 360-313-1476,https://heightscampus.vansd.org/directory-staff/; http://heightscampus.vansd.org/directory-staff/; http://heightscampus.vansd.org/directory,Error fetching http://heightscampus.vansd.org/contact-us: HTTPError; Error fetching http://heightscampus.vansd.org/contactus: HTTPError
http://jefferson.vansd.org,Thomas Jefferson Middle School – Home of the Explorers,360-313-3700; 360-313-1401; 360-313-1458; 360-313-3701; 360-313-3703; 360-313-3707,https://jefferson.vansd.org/directory-and-staff/; http://jefferson.vansd.org/directory-and-staff/; http://jefferson.vansd.org/directory,Error fetching http://jefferson.vansd.org/contact-us: HTTPError; Error fetching http://jefferson.vansd.org/contactus: HTTPError
http://www.vansd.org,Vancouver Public Schools,360-313-1000; 360-313-1401; 360-313-1234; 360-313-1001; 360-313-4730; 360-313-1044; 360-313-1080; 360-313-2700; 360-313-1190; 360-313-1350; 360-313-1230; 360-313-1011; 360-313-4710; 360-313-1250; 360-313-1020; 360-313-4896; 360-313-4893; 360-313-1010; 360-313-1330; 360-313-1040; 360-313-4800; 360-313-4777; 360-313-4750; 360-313-4724; 360-313-1311; 360-313-1341; 360-313-1220; 360-313-1240,https://vansd.org/district-directory/,Error fetching http://www.vansd.org/contactus: HTTPError
